
   WARN  Unable to respect the `PHP_CLI_SERVER_WORKERS` environment variable without the `--no-reload` flag. Only creating a single server.

   INFO  Server running on [http://0.0.0.0:8000].

  Press Ctrl+C to stop the server

  2026-08-06 19:15:23 / .......................................... ~ 500.41ms

   INFO  Environment modified. Restarting server...

   INFO  Server running on [http://0.0.0.0:8000].

  Press Ctrl+C to stop the server

  2026-08-06 19:37:36 /dashboard ................................... ~ 0.04ms
  2026-08-06 19:37:36 /build/assets/dashboard-BLvm5hmP.js .......... ~ 0.07ms
  2026-08-06 19:37:36 /build/assets/index-o1HPFy1q.js .............. ~ 0.20ms
  2026-08-06 19:37:36 /build/assets/floating-ui.react-dom-CkrAogOW.js  ~ 0.35ms
  2026-08-06 19:37:36 /build/assets/with-selector-BF0gDx8t.js ...... ~ 0.41ms
  2026-08-06 19:37:36 /build/assets/circle-alert-CEWpjJby.js ....... ~ 0.37ms
  2026-08-06 19:37:36 /build/assets/app-layout-C_CnAyUv.js ......... ~ 0.63ms
  2026-08-06 19:37:36 /build/assets/PieChart-_dUU76Gq.js ........... ~ 0.77ms
  2026-08-06 19:37:37 /logo4.jpeg .................................. ~ 0.10ms
  2026-08-06 19:37:38 /clients ..................................... ~ 0.11ms
  2026-08-06 19:37:38 /build/assets/index-C14F_PDz.js .............. ~ 0.13ms
  2026-08-06 19:37:38 /build/assets/searchable-select-CYe3-Sec.js .. ~ 0.28ms
  2026-08-06 19:37:38 /build/assets/transition-ArW2SEXI.js ......... ~ 0.35ms
  2026-08-06 19:37:38 /build/assets/delete-confirmation-modal-gvND2ins.js  ~ 0.45ms
  2026-08-06 19:37:38 /build/assets/dialog-_AEhMxxF.js ............. ~ 0.50ms
  2026-08-06 19:37:38 /build/assets/save-confirmation-modal-BJZotsR2.js  ~ 0.64ms
  2026-08-06 19:37:38 /build/assets/plus-DSCKNJkb.js ............... ~ 0.06ms
  2026-08-06 19:37:38 /build/assets/search-DEK0YR14.js ............. ~ 0.20ms
  2026-08-06 19:37:38 /build/assets/eye-B15irFoA.js ................ ~ 0.36ms
  2026-08-06 19:37:38 /build/assets/pen-line-BODOxPtQ.js ........... ~ 0.53ms
  2026-08-06 19:37:38 /build/assets/trash-2-DwOWFc1T.js ............ ~ 0.67ms
  2026-08-06 19:37:38 /clients ..................................... ~ 0.17ms
  2026-08-06 19:37:43 /employees ................................... ~ 0.20ms
  2026-08-06 19:37:43 /build/assets/index-Bvo_NjQ9.js .............. ~ 0.07ms
  2026-08-06 19:37:43 /build/assets/form-input-DaRP0zCZ.js ......... ~ 0.21ms
  2026-08-06 19:37:43 /build/assets/form-button-B9ZHQ_lr.js ........ ~ 0.32ms
  2026-08-06 19:37:43 /build/assets/user-DNJ9uVn4.js ............... ~ 0.41ms
